restock_id,store_id,sku_id,restock_date,quantity_received,lag_days
RESTOCK_001723,STORE_12,SKU_211,2025-11-23,23,1
RESTOCK_002294,STORE_17,SKU_123,2025-11-23,14,4
RESTOCK_004235,STORE_15,SKU_221,2025-11-23,17,4
RESTOCK_004524,STORE_02,SKU_123,2025-11-23,10,1
RESTOCK_003314,STORE_14,SKU_227,2025-11-23,18,4
RESTOCK_005869,STORE_01,SKU_079,2025-11-23,16,1
RESTOCK_002250,STORE_14,SKU_090,2025-11-23,16,4
RESTOCK_002786,STORE_06,SKU_046,2025-11-23,25,4
RESTOCK_006115,STORE_06,SKU_134,2025-11-23,10,3
RESTOCK_005446,STORE_02,SKU_141,2025-11-23,9,3
RESTOCK_006722,STORE_07,SKU_012,2025-11-23,9,3
RESTOCK_001194,STORE_06,SKU_136,2025-11-23,12,3
RESTOCK_002648,STORE_04,SKU_098,2025-11-24,9,3
RESTOCK_002993,STORE_14,SKU_235,2025-11-24,23,3
RESTOCK_001058,STORE_02,SKU_008,2025-11-24,17,4
RESTOCK_002054,STORE_15,SKU_212,2025-11-24,22,4
RESTOCK_000913,STORE_17,SKU_225,2025-11-24,12,4
RESTOCK_002551,STORE_09,SKU_080,2025-11-24,19,1
RESTOCK_005421,STORE_17,SKU_194,2025-11-24,18,1
RESTOCK_002657,STORE_01,SKU_100,2025-11-24,15,3
RESTOCK_000912,STORE_07,SKU_049,2025-11-24,12,3
RESTOCK_004901,STORE_13,SKU_221,2025-11-24,12,4
RESTOCK_006205,STORE_13,SKU_241,2025-11-24,12,2
RESTOCK_003937,STORE_02,SKU_001,2025-11-24,20,4
RESTOCK_003431,STORE_17,SKU_193,2025-11-24,22,1
RESTOCK_003087,STORE_18,SKU_202,2025-11-24,11,2
RESTOCK_002281,STORE_16,SKU_060,2025-11-24,19,2
RESTOCK_000291,STORE_13,SKU_078,2025-11-24,15,2
RESTOCK_004958,STORE_16,SKU_198,2025-11-24,23,1
RESTOCK_004019,STORE_08,SKU_108,2025-11-24,11,2
RESTOCK_002798,STORE_16,SKU_189,2025-11-24,24,2
RESTOCK_006402,STORE_18,SKU_100,2025-11-24,22,2
RESTOCK_004864,STORE_14,SKU_222,2025-11-24,16,4
RESTOCK_001538,STORE_05,SKU_081,2025-11-24,39,2
RESTOCK_001613,STORE_05,SKU_106,2025-11-24,16,2
RESTOCK_002164,STORE_04,SKU_081,2025-11-25,19,2
RESTOCK_004571,STORE_07,SKU_234,2025-11-25,11,3
RESTOCK_001874,STORE_03,SKU_004,2025-11-25,9,6
RESTOCK_002913,STORE_06,SKU_071,2025-11-25,18,4
RESTOCK_001405,STORE_08,SKU_122,2025-11-25,21,3
RESTOCK_001750,STORE_03,SKU_089,2025-11-25,8,6
RESTOCK_003055,STORE_10,SKU_222,2025-11-25,10,3
RESTOCK_000535,STORE_05,SKU_247,2025-11-25,17,2
RESTOCK_000566,STORE_17,SKU_210,2025-11-25,12,1
RESTOCK_004314,STORE_15,SKU_003,2025-11-25,20,3
RESTOCK_005076,STORE_18,SKU_056,2025-11-25,14,3
RESTOCK_003626,STORE_05,SKU_051,2025-11-25,41,1
RESTOCK_006020,STORE_05,SKU_039,2025-11-25,25,2
RESTOCK_006185,STORE_12,SKU_188,2025-11-25,22,1
RESTOCK_003132,STORE_08,SKU_101,2025-11-25,19,2
RESTOCK_000921,STORE_17,SKU_062,2025-11-25,17,2
RESTOCK_003923,STORE_11,SKU_054,2025-11-25,7,6
RESTOCK_001090,STORE_06,SKU_078,2025-11-25,12,3
RESTOCK_006232,STORE_14,SKU_082,2025-11-25,18,3
RESTOCK_002552,STORE_05,SKU_018,2025-11-25,19,1
RESTOCK_000969,STORE_07,SKU_033,2025-11-25,16,4
RESTOCK_004999,STORE_01,SKU_149,2025-11-25,12,1
RESTOCK_002603,STORE_10,SKU_013,2025-11-25,27,2
RESTOCK_001127,STORE_07,SKU_144,2025-11-26,6,3
RESTOCK_001095,STORE_09,SKU_103,2025-11-26,15,2
RESTOCK_006055,STORE_14,SKU_138,2025-11-26,20,1
RESTOCK_006724,STORE_18,SKU_003,2025-11-26,15,2
RESTOCK_001951,STORE_05,SKU_175,2025-11-26,38,1
RESTOCK_006161,STORE_03,SKU_078,2025-11-26,6,6
RESTOCK_001057,STORE_09,SKU_172,2025-11-26,11,3
RESTOCK_001060,STORE_09,SKU_046,2025-11-26,25,3
RESTOCK_001268,STORE_11,SKU_225,2025-11-26,8,5
RESTOCK_004611,STORE_07,SKU_115,2025-11-26,18,5
RESTOCK_001442,STORE_11,SKU_128,2025-11-26,10,6
RESTOCK_000167,STORE_11,SKU_133,2025-11-26,10,4
RESTOCK_003642,STORE_16,SKU_051,2025-11-26,24,2
RESTOCK_002536,STORE_13,SKU_249,2025-11-26,10,2
RESTOCK_001654,STORE_03,SKU_137,2025-11-26,8,6
RESTOCK_005279,STORE_15,SKU_063,2025-11-26,16,3
RESTOCK_003624,STORE_07,SKU_234,2025-11-26,11,5
RESTOCK_000122,STORE_13,SKU_098,2025-11-26,14,2
RESTOCK_005135,STORE_07,SKU_172,2025-11-26,5,4
RESTOCK_001529,STORE_10,SKU_093,2025-11-26,24,3
RESTOCK_003498,STORE_17,SKU_214,2025-11-26,11,1
RESTOCK_001517,STORE_17,SKU_074,2025-11-26,23,4
RESTOCK_001996,STORE_08,SKU_015,2025-11-26,20,1
RESTOCK_002442,STORE_08,SKU_042,2025-11-27,19,3
RESTOCK_006847,STORE_18,SKU_166,2025-11-27,17,4
RESTOCK_006399,STORE_04,SKU_033,2025-11-27,24,4
RESTOCK_004448,STORE_18,SKU_004,2025-11-27,13,4
RESTOCK_001122,STORE_03,SKU_047,2025-11-27,16,3
RESTOCK_002107,STORE_04,SKU_205,2025-11-27,20,4
RESTOCK_005583,STORE_02,SKU_066,2025-11-27,9,1
RESTOCK_000818,STORE_15,SKU_150,2025-11-27,17,4
RESTOCK_005293,STORE_14,SKU_204,2025-11-27,16,2
RESTOCK_002059,STORE_08,SKU_127,2025-11-27,14,2
RESTOCK_003446,STORE_18,SKU_076,2025-11-27,17,3
RESTOCK_001482,STORE_04,SKU_133,2025-11-27,18,3
RESTOCK_004278,STORE_04,SKU_077,2025-11-27,19,1
RESTOCK_002295,STORE_07,SKU_142,2025-11-27,13,5
RESTOCK_002330,STORE_08,SKU_052,2025-11-27,17,4
RESTOCK_000920,STORE_13,SKU_169,2025-11-27,16,1
RESTOCK_002106,STORE_01,SKU_137,2025-11-27,15,3
RESTOCK_003236,STORE_07,SKU_010,2025-11-27,13,3
RESTOCK_006699,STORE_04,SKU_100,2025-11-27,14,3
RESTOCK_003784,STORE_17,SKU_035,2025-11-27,10,1
RESTOCK_004790,STORE_11,SKU_061,2025-11-27,6,3
RESTOCK_001362,STORE_15,SKU_237,2025-11-27,13,1
RESTOCK_003742,STORE_10,SKU_035,2025-11-27,19,3
RESTOCK_001052,STORE_11,SKU_176,2025-11-27,10,6
RESTOCK_004148,STORE_03,SKU_215,2025-11-28,10,6
RESTOCK_006992,STORE_08,SKU_141,2025-11-28,12,3
RESTOCK_005528,STORE_11,SKU_222,2025-11-28,14,4
RESTOCK_002507,STORE_06,SKU_116,2025-11-28,20,2
RESTOCK_006361,STORE_17,SKU_086,2025-11-28,18,2
RESTOCK_003408,STORE_06,SKU_071,2025-11-28,12,2
RESTOCK_005995,STORE_10,SKU_150,2025-11-28,12,1
RESTOCK_003101,STORE_16,SKU_003,2025-11-28,39,1
RESTOCK_000318,STORE_08,SKU_131,2025-11-28,9,2
RESTOCK_005143,STORE_05,SKU_249,2025-11-28,22,2
RESTOCK_003018,STORE_07,SKU_114,2025-11-28,19,5
RESTOCK_006129,STORE_06,SKU_060,2025-11-28,9,4
RESTOCK_005390,STORE_04,SKU_048,2025-11-28,24,3
RESTOCK_002688,STORE_06,SKU_030,2025-11-28,11,4
RESTOCK_004959,STORE_06,SKU_216,2025-11-28,22,2
RESTOCK_005747,STORE_15,SKU_156,2025-11-28,20,3
RESTOCK_000526,STORE_09,SKU_133,2025-11-28,22,3
RESTOCK_006477,STORE_11,SKU_133,2025-11-28,13,3
RESTOCK_004107,STORE_16,SKU_024,2025-11-28,27,1
RESTOCK_002262,STORE_10,SKU_233,2025-11-28,11,3
RESTOCK_000549,STORE_13,SKU_238,2025-11-28,12,2
RESTOCK_002850,STORE_16,SKU_178,2025-11-29,23,1
RESTOCK_003613,STORE_02,SKU_133,2025-11-29,22,1
RESTOCK_002853,STORE_02,SKU_025,2025-11-29,13,1
RESTOCK_005860,STORE_05,SKU_228,2025-11-29,20,2
RESTOCK_001756,STORE_05,SKU_027,2025-11-29,17,1
RESTOCK_003602,STORE_09,SKU_051,2025-11-29,18,4
RESTOCK_003198,STORE_07,SKU_095,2025-11-29,11,3
RESTOCK_001660,STORE_14,SKU_021,2025-11-29,13,2
RESTOCK_003785,STORE_03,SKU_015,2025-11-29,14,4
RESTOCK_003661,STORE_12,SKU_181,2025-11-29,35,1
RESTOCK_004713,STORE_07,SKU_225,2025-11-29,7,3
RESTOCK_002698,STORE_18,SKU_037,2025-11-29,16,3
RESTOCK_003346,STORE_01,SKU_087,2025-11-29,10,4
RESTOCK_004830,STORE_03,SKU_116,2025-11-29,19,6
RESTOCK_003699,STORE_07,SKU_025,2025-11-29,8,6
RESTOCK_004853,STORE_12,SKU_053,2025-11-29,26,2
RESTOCK_000367,STORE_17,SKU_064,2025-11-29,16,1
RESTOCK_006333,STORE_18,SKU_237,2025-11-29,13,3
RESTOCK_000489,STORE_17,SKU_153,2025-11-29,20,2
RESTOCK_002215,STORE_09,SKU_181,2025-11-29,14,1
RESTOCK_006347,STORE_04,SKU_221,2025-11-29,15,1
RESTOCK_004136,STORE_12,SKU_053,2025-11-29,19,2
RESTOCK_002345,STORE_01,SKU_067,2025-11-29,17,4
RESTOCK_005817,STORE_18,SKU_133,2025-11-29,16,4
RESTOCK_004527,STORE_09,SKU_249,2025-11-29,17,3
RESTOCK_004716,STORE_17,SKU_165,2025-11-29,11,4
RESTOCK_003210,STORE_16,SKU_245,2025-11-29,39,1
RESTOCK_004373,STORE_10,SKU_232,2025-11-29,12,4
RESTOCK_000760,STORE_01,SKU_179,2025-11-30,16,3
RESTOCK_002933,STORE_10,SKU_086,2025-11-30,26,2
RESTOCK_004151,STORE_06,SKU_090,2025-11-30,23,4
RESTOCK_000561,STORE_03,SKU_066,2025-11-30,7,4
RESTOCK_000568,STORE_09,SKU_046,2025-11-30,25,3
RESTOCK_005636,STORE_03,SKU_165,2025-11-30,13,4
RESTOCK_000067,STORE_09,SKU_138,2025-11-30,12,3
RESTOCK_006154,STORE_05,SKU_182,2025-11-30,25,1
RESTOCK_001859,STORE_04,SKU_199,2025-11-30,10,3
RESTOCK_005523,STORE_12,SKU_055,2025-11-30,20,1
RESTOCK_006455,STORE_02,SKU_237,2025-11-30,15,2
RESTOCK_001153,STORE_10,SKU_233,2025-11-30,14,3
RESTOCK_004338,STORE_03,SKU_139,2025-11-30,8,4
RESTOCK_002681,STORE_11,SKU_123,2025-11-30,8,5
RESTOCK_006173,STORE_15,SKU_181,2025-11-30,14,2
RESTOCK_004918,STORE_11,SKU_040,2025-11-30,12,4
RESTOCK_004865,STORE_16,SKU_052,2025-11-30,40,2
RESTOCK_006551,STORE_06,SKU_202,2025-11-30,9,2
RESTOCK_005030,STORE_05,SKU_085,2025-11-30,22,2
RESTOCK_002803,STORE_15,SKU_019,2025-11-30,13,4
RESTOCK_003136,STORE_11,SKU_241,2025-11-30,9,6
RESTOCK_003285,STORE_15,SKU_221,2025-11-30,14,2
RESTOCK_003955,STORE_13,SKU_067,2025-11-30,16,3
RESTOCK_005837,STORE_07,SKU_248,2025-11-30,8,5
RESTOCK_000414,STORE_17,SKU_220,2025-11-30,15,1
RESTOCK_003638,STORE_11,SKU_063,2025-11-30,10,4
RESTOCK_003761,STORE_06,SKU_007,2025-11-30,13,4
RESTOCK_002534,STORE_03,SKU_017,2025-12-01,10,6
RESTOCK_002024,STORE_08,SKU_027,2025-12-01,10,3
RESTOCK_005047,STORE_11,SKU_250,2025-12-01,17,6
RESTOCK_005963,STORE_12,SKU_187,2025-12-01,26,1
RESTOCK_004296,STORE_03,SKU_061,2025-12-01,7,3
RESTOCK_004171,STORE_17,SKU_123,2025-12-01,12,4
RESTOCK_003170,STORE_14,SKU_247,2025-12-01,15,2
RESTOCK_000917,STORE_17,SKU_037,2025-12-01,9,3
RESTOCK_003427,STORE_17,SKU_155,2025-12-01,13,2
RESTOCK_000814,STORE_03,SKU_045,2025-12-01,6,3
RESTOCK_003295,STORE_17,SKU_181,2025-12-01,18,1
RESTOCK_001074,STORE_06,SKU_057,2025-12-01,14,4
RESTOCK_004251,STORE_12,SKU_175,2025-12-01,25,2
RESTOCK_003710,STORE_10,SKU_012,2025-12-01,13,1
RESTOCK_002440,STORE_14,SKU_212,2025-12-01,23,3
RESTOCK_001712,STORE_10,SKU_092,2025-12-01,20,3
RESTOCK_004894,STORE_13,SKU_194,2025-12-01,12,4
RESTOCK_003694,STORE_07,SKU_225,2025-12-01,9,5
RESTOCK_005368,STORE_09,SKU_065,2025-12-01,13,3
RESTOCK_004824,STORE_03,SKU_222,2025-12-01,7,3
RESTOCK_004059,STORE_08,SKU_081,2025-12-01,16,3
RESTOCK_004239,STORE_18,SKU_040,2025-12-01,18,2
RESTOCK_003470,STORE_08,SKU_068,2025-12-01,13,2
RESTOCK_000340,STORE_16,SKU_228,2025-12-01,23,2
RESTOCK_005673,STORE_12,SKU_134,2025-12-01,17,1
RESTOCK_002790,STORE_15,SKU_095,2025-12-01,17,2
RESTOCK_004619,STORE_15,SKU_132,2025-12-01,16,2
RESTOCK_006844,STORE_09,SKU_009,2025-12-01,13,3
RESTOCK_006660,STORE_09,SKU_235,2025-12-01,12,4
RESTOCK_004369,STORE_07,SKU_004,2025-12-01,10,6
RESTOCK_004093,STORE_17,SKU_159,2025-12-01,12,1
RESTOCK_002182,STORE_11,SKU_164,2025-12-01,11,3
RESTOCK_006716,STORE_17,SKU_057,2025-12-01,12,3
RESTOCK_000534,STORE_18,SKU_229,2025-12-01,18,4
RESTOCK_003192,STORE_11,SKU_093,2025-12-01,10,5
RESTOCK_003936,STORE_10,SKU_204,2025-12-01,21,4
RESTOCK_000164,STORE_12,SKU_122,2025-12-01,20,1
RESTOCK_002928,STORE_04,SKU_007,2025-12-01,12,2
RESTOCK_000083,STORE_10,SKU_129,2025-12-01,26,1
RESTOCK_002220,STORE_10,SKU_079,2025-12-01,20,3
RESTOCK_005191,STORE_03,SKU_028,2025-12-01,11,3
RESTOCK_004857,STORE_16,SKU_073,2025-12-02,25,1
RESTOCK_000974,STORE_02,SKU_182,2025-12-02,14,2
RESTOCK_001439,STORE_18,SKU_152,2025-12-02,23,1
RESTOCK_006448,STORE_14,SKU_066,2025-12-02,12,1
RESTOCK_002836,STORE_08,SKU_147,2025-12-02,13,3
RESTOCK_001312,STORE_12,SKU_082,2025-12-02,34,2
RESTOCK_001002,STORE_07,SKU_031,2025-12-02,13,5
RESTOCK_002727,STORE_13,SKU_232,2025-12-02,21,4
RESTOCK_001305,STORE_17,SKU_051,2025-12-02,15,3
RESTOCK_002759,STORE_12,SKU_084,2025-12-02,27,1
RESTOCK_001494,STORE_08,SKU_014,2025-12-02,16,3
RESTOCK_004458,STORE_09,SKU_132,2025-12-02,19,2
RESTOCK_001758,STORE_03,SKU_146,2025-12-02,5,6
RESTOCK_005317,STORE_15,SKU_129,2025-12-02,16,2
RESTOCK_002964,STORE_13,SKU_076,2025-12-02,19,3
RESTOCK_001280,STORE_07,SKU_141,2025-12-02,8,4
RESTOCK_006868,STORE_17,SKU_247,2025-12-03,14,4
RESTOCK_005283,STORE_09,SKU_109,2025-12-03,12,1
RESTOCK_000791,STORE_04,SKU_122,2025-12-03,25,1
RESTOCK_000714,STORE_09,SKU_139,2025-12-03,16,1
RESTOCK_005133,STORE_16,SKU_013,2025-12-03,27,1
RESTOCK_000595,STORE_07,SKU_171,2025-12-03,19,3
RESTOCK_005707,STORE_13,SKU_161,2025-12-03,22,2
RESTOCK_004371,STORE_02,SKU_159,2025-12-03,19,4
RESTOCK_006645,STORE_05,SKU_035,2025-12-03,35,1
RESTOCK_004675,STORE_04,SKU_145,2025-12-03,20,2
RESTOCK_000641,STORE_09,SKU_246,2025-12-03,14,3
RESTOCK_001890,STORE_18,SKU_218,2025-12-03,11,2
RESTOCK_001663,STORE_08,SKU_180,2025-12-03,20,1
RESTOCK_000327,STORE_01,SKU_017,2025-12-03,14,3
RESTOCK_002625,STORE_01,SKU_173,2025-12-03,12,4
RESTOCK_000446,STORE_18,SKU_016,2025-12-03,16,3
RESTOCK_000695,STORE_15,SKU_242,2025-12-03,13,3
RESTOCK_005814,STORE_03,SKU_211,2025-12-03,7,3
RESTOCK_006622,STORE_10,SKU_050,2025-12-03,13,2
RESTOCK_004167,STORE_03,SKU_186,2025-12-03,6,4
RESTOCK_002481,STORE_14,SKU_004,2025-12-03,11,4
RESTOCK_000865,STORE_08,SKU_077,2025-12-03,21,1
RESTOCK_003739,STORE_13,SKU_224,2025-12-03,15,1
RESTOCK_001214,STORE_14,SKU_035,2025-12-03,19,2
RESTOCK_005857,STORE_17,SKU_044,2025-12-03,17,3
RESTOCK_000222,STORE_14,SKU_093,2025-12-03,11,1
RESTOCK_002477,STORE_16,SKU_121,2025-12-03,25,1
RESTOCK_004447,STORE_04,SKU_170,2025-12-03,24,2
RESTOCK_006926,STORE_12,SKU_238,2025-12-03,18,2
RESTOCK_004176,STORE_05,SKU_001,2025-12-03,30,1
RESTOCK_004282,STORE_03,SKU_164,2025-12-03,15,6
RESTOCK_004659,STORE_06,SKU_031,2025-12-04,17,1
RESTOCK_004224,STORE_14,SKU_201,2025-12-04,22,4
RESTOCK_000334,STORE_01,SKU_108,2025-12-04,13,1
RESTOCK_006501,STORE_15,SKU_166,2025-12-04,14,4
RESTOCK_004617,STORE_03,SKU_162,2025-12-04,17,6
RESTOCK_002724,STORE_04,SKU_228,2025-12-04,16,4
RESTOCK_001385,STORE_18,SKU_027,2025-12-04,10,1
RESTOCK_005785,STORE_03,SKU_124,2025-12-04,7,6
RESTOCK_000487,STORE_03,SKU_199,2025-12-04,9,5
RESTOCK_000338,STORE_03,SKU_059,2025-12-04,9,4
RESTOCK_001213,STORE_04,SKU_020,2025-12-04,14,2
RESTOCK_004763,STORE_07,SKU_188,2025-12-04,19,6
RESTOCK_005701,STORE_04,SKU_227,2025-12-04,22,2
RESTOCK_000248,STORE_15,SKU_116,2025-12-04,19,4
RESTOCK_001945,STORE_18,SKU_158,2025-12-04,20,1
RESTOCK_006285,STORE_03,SKU_178,2025-12-04,11,6
RESTOCK_003458,STORE_13,SKU_092,2025-12-04,12,2
RESTOCK_001631,STORE_04,SKU_241,2025-12-04,19,1
RESTOCK_001577,STORE_11,SKU_070,2025-12-04,12,5
RESTOCK_006152,STORE_15,SKU_048,2025-12-04,15,4
RESTOCK_005078,STORE_05,SKU_196,2025-12-04,18,2
RESTOCK_000810,STORE_08,SKU_211,2025-12-04,15,4
RESTOCK_004347,STORE_10,SKU_057,2025-12-04,10,2
RESTOCK_002224,STORE_10,SKU_074,2025-12-04,13,4
RESTOCK_004313,STORE_18,SKU_233,2025-12-04,14,4
RESTOCK_003512,STORE_18,SKU_114,2025-12-04,16,4
RESTOCK_006113,STORE_06,SKU_094,2025-12-04,13,1
RESTOCK_000273,STORE_18,SKU_092,2025-12-05,10,4
RESTOCK_001355,STORE_15,SKU_055,2025-12-05,12,2
RESTOCK_000014,STORE_02,SKU_235,2025-12-05,15,3
RESTOCK_003829,STORE_10,SKU_035,2025-12-05,26,2
RESTOCK_004733,STORE_01,SKU_227,2025-12-05,28,1
RESTOCK_002009,STORE_11,SKU_226,2025-12-05,12,5
RESTOCK_002524,STORE_12,SKU_180,2025-12-05,19,2
RESTOCK_004767,STORE_06,SKU_200,2025-12-05,13,2
RESTOCK_002049,STORE_13,SKU_247,2025-12-05,14,2
RESTOCK_006619,STORE_09,SKU_027,2025-12-05,8,2
RESTOCK_006319,STORE_07,SKU_218,2025-12-05,14,4
RESTOCK_002390,STORE_02,SKU_149,2025-12-05,16,1
RESTOCK_006665,STORE_13,SKU_135,2025-12-05,15,1
RESTOCK_005264,STORE_14,SKU_179,2025-12-05,22,4
RESTOCK_003517,STORE_07,SKU_048,2025-12-05,17,4
RESTOCK_003567,STORE_16,SKU_016,2025-12-05,30,1
RESTOCK_006653,STORE_05,SKU_154,2025-12-05,32,2
RESTOCK_005503,STORE_15,SKU_121,2025-12-05,18,2
RESTOCK_000914,STORE_09,SKU_051,2025-12-05,29,2
RESTOCK_000043,STORE_04,SKU_205,2025-12-05,22,3
RESTOCK_000430,STORE_15,SKU_221,2025-12-05,12,4
RESTOCK_003969,STORE_13,SKU_126,2025-12-05,15,4
RESTOCK_003082,STORE_15,SKU_185,2025-12-05,12,3
RESTOCK_001546,STORE_05,SKU_194,2025-12-05,26,2
RESTOCK_001157,STORE_17,SKU_099,2025-12-05,13,2
RESTOCK_004250,STORE_15,SKU_155,2025-12-05,18,1
RESTOCK_006159,STORE_07,SKU_162,2025-12-05,14,6
RESTOCK_005285,STORE_02,SKU_168,2025-12-06,15,4
RESTOCK_005926,STORE_06,SKU_082,2025-12-06,10,3
RESTOCK_004141,STORE_18,SKU_187,2025-12-06,19,4
RESTOCK_005017,STORE_18,SKU_220,2025-12-06,13,2
RESTOCK_002309,STORE_01,SKU_029,2025-12-06,11,1
RESTOCK_001680,STORE_18,SKU_223,2025-12-06,16,4
RESTOCK_006409,STORE_18,SKU_011,2025-12-06,12,2
RESTOCK_000558,STORE_05,SKU_217,2025-12-06,33,1
RESTOCK_006162,STORE_11,SKU_176,2025-12-06,8,3
RESTOCK_001813,STORE_17,SKU_219,2025-12-06,14,1
RESTOCK_004574,STORE_12,SKU_161,2025-12-06,31,2
RESTOCK_005425,STORE_05,SKU_047,2025-12-06,35,1
RESTOCK_006412,STORE_12,SKU_065,2025-12-06,21,2
RESTOCK_003997,STORE_17,SKU_072,2025-12-06,18,1
RESTOCK_000984,STORE_05,SKU_223,2025-12-06,38,2
RESTOCK_004374,STORE_18,SKU_025,2025-12-06,9,1
RESTOCK_002977,STORE_04,SKU_231,2025-12-06,14,4
RESTOCK_003471,STORE_11,SKU_180,2025-12-06,7,6
RESTOCK_004658,STORE_11,SKU_208,2025-12-06,8,6
RESTOCK_006578,STORE_07,SKU_175,2025-12-06,14,5
RESTOCK_006779,STORE_14,SKU_201,2025-12-06,16,1
RESTOCK_005067,STORE_17,SKU_044,2025-12-06,21,4
RESTOCK_002192,STORE_17,SKU_055,2025-12-06,17,2
RESTOCK_004205,STORE_17,SKU_044,2025-12-06,19,2
RESTOCK_004288,STORE_13,SKU_200,2025-12-06,19,1
RESTOCK_003682,STORE_02,SKU_028,2025-12-06,12,1
RESTOCK_002197,STORE_10,SKU_211,2025-12-06,13,1
RESTOCK_006445,STORE_09,SKU_040,2025-12-06,24,3
RESTOCK_004202,STORE_10,SKU_025,2025-12-06,10,3
RESTOCK_004046,STORE_15,SKU_217,2025-12-06,15,2
RESTOCK_001746,STORE_18,SKU_067,2025-12-06,18,3
RESTOCK_001530,STORE_03,SKU_065,2025-12-06,9,5
RESTOCK_005685,STORE_11,SKU_143,2025-12-06,11,4
RESTOCK_006450,STORE_13,SKU_006,2025-12-06,15,1
RESTOCK_003420,STORE_10,SKU_238,2025-12-06,23,1
RESTOCK_000339,STORE_12,SKU_177,2025-12-06,22,2
RESTOCK_002672,STORE_12,SKU_193,2025-12-06,32,2
RESTOCK_005693,STORE_07,SKU_113,2025-12-06,12,6
RESTOCK_004096,STORE_13,SKU_172,2025-12-06,8,3
RESTOCK_001456,STORE_14,SKU_240,2025-12-06,16,2
RESTOCK_000870,STORE_16,SKU_194,2025-12-07,27,2
RESTOCK_001602,STORE_08,SKU_043,2025-12-07,23,1
RESTOCK_004968,STORE_17,SKU_062,2025-12-07,22,3
RESTOCK_002000,STORE_17,SKU_247,2025-12-07,21,2
RESTOCK_002794,STORE_11,SKU_070,2025-12-07,10,5
RESTOCK_006054,STORE_14,SKU_237,2025-12-07,9,4
RESTOCK_003737,STORE_13,SKU_080,2025-12-07,11,4
RESTOCK_001199,STORE_09,SKU_086,2025-12-07,16,1
RESTOCK_006275,STORE_05,SKU_240,2025-12-07,24,2
RESTOCK_003304,STORE_15,SKU_073,2025-12-07,24,1
RESTOCK_000946,STORE_08,SKU_029,2025-12-07,11,2
RESTOCK_003413,STORE_16,SKU_243,2025-12-07,20,2
RESTOCK_001425,STORE_17,SKU_146,2025-12-07,9,3
RESTOCK_003716,STORE_08,SKU_122,2025-12-07,14,4
RESTOCK_000918,STORE_07,SKU_031,2025-12-07,11,5
RESTOCK_002298,STORE_15,SKU_097,2025-12-07,15,1
RESTOCK_004187,STORE_12,SKU_206,2025-12-07,25,1
RESTOCK_006565,STORE_02,SKU_053,2025-12-07,18,2
RESTOCK_003979,STORE_08,SKU_080,2025-12-07,18,1
RESTOCK_006902,STORE_01,SKU_016,2025-12-07,27,2
RESTOCK_000121,STORE_04,SKU_233,2025-12-07,13,4
RESTOCK_005486,STORE_02,SKU_120,2025-12-07,29,2
RESTOCK_003986,STORE_02,SKU_239,2025-12-07,16,1
RESTOCK_006726,STORE_01,SKU_236,2025-12-07,12,2
RESTOCK_005759,STORE_02,SKU_124,2025-12-07,11,1
RESTOCK_001684,STORE_11,SKU_192,2025-12-07,14,5
RESTOCK_004173,STORE_11,SKU_077,2025-12-08,12,5
RESTOCK_000625,STORE_16,SKU_065,2025-12-08,15,2
RESTOCK_001479,STORE_09,SKU_187,2025-12-08,24,4
RESTOCK_000243,STORE_06,SKU_224,2025-12-08,26,1
RESTOCK_001281,STORE_02,SKU_190,2025-12-08,25,3
RESTOCK_002492,STORE_03,SKU_033,2025-12-08,20,3
RESTOCK_006299,STORE_15,SKU_189,2025-12-08,11,3
RESTOCK_003088,STORE_14,SKU_114,2025-12-08,14,3
RESTOCK_006975,STORE_10,SKU_229,2025-12-08,13,2
RESTOCK_006174,STORE_18,SKU_014,2025-12-08,11,1
RESTOCK_002335,STORE_02,SKU_087,2025-12-08,17,2
RESTOCK_003921,STORE_06,SKU_125,2025-12-08,10,3
RESTOCK_003378,STORE_02,SKU_236,2025-12-08,11,1
RESTOCK_005377,STORE_17,SKU_172,2025-12-08,14,4
RESTOCK_002708,STORE_05,SKU_210,2025-12-08,37,1
RESTOCK_002394,STORE_11,SKU_127,2025-12-08,8,5
RESTOCK_006586,STORE_01,SKU_021,2025-12-08,13,3
RESTOCK_000277,STORE_02,SKU_023,2025-12-08,16,4
RESTOCK_002355,STORE_09,SKU_030,2025-12-08,7,1
RESTOCK_006201,STORE_03,SKU_132,2025-12-08,14,3
RESTOCK_004295,STORE_16,SKU_116,2025-12-08,28,2
RESTOCK_002745,STORE_13,SKU_147,2025-12-08,14,1
RESTOCK_006042,STORE_04,SKU_137,2025-12-08,15,4
RESTOCK_000855,STORE_08,SKU_188,2025-12-08,28,4
RESTOCK_003813,STORE_12,SKU_242,2025-12-08,21,1
RESTOCK_000260,STORE_09,SKU_089,2025-12-08,17,3
RESTOCK_004054,STORE_15,SKU_226,2025-12-08,14,2
RESTOCK_002595,STORE_17,SKU_029,2025-12-08,18,1
RESTOCK_002253,STORE_05,SKU_014,2025-12-08,31,2
RESTOCK_005985,STORE_06,SKU_055,2025-12-09,9,3
RESTOCK_005238,STORE_02,SKU_054,2025-12-09,11,3
RESTOCK_006938,STORE_09,SKU_186,2025-12-09,10,4
RESTOCK_004829,STORE_13,SKU_121,2025-12-09,15,4
RESTOCK_003386,STORE_17,SKU_246,2025-12-09,15,2
